0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7628,SENNO HNOS. S.R.L.,,30-60203926-5,CALLE 22-NRO.4258,1672,VILLA LYNCH,2,4755-6948/4753-4674,INFO@SENNOHNOS.COM.AR,ARGENTINA,WWW.SENNOHNOS.COM.AR,IN,30-60203926-5,0,0,0,,202,2
7629,ROULEMENTS BEARINGS EXPORT,,,3 BIS; AVENUE MARC LEFRANCQ,5912,PROUVY,25,+33 (0)327475770 / 327365069,pierrepetiau@pierrepetiau.com,FRANCIA,,XE,,0,0,0,,202,2
7630,COMPULIFE,,33-71221755-9,FLORIDA 537 PB LOCAL 415,1005,GALERIA JARDIN,1,4328-7524,COMPULIFE@LIVE.COM.AR,ARGENTINA,,IN,901-580336-6,0,0,0,,202,2
7631,DISTRIBUIDORA TEJERA,,20-13276056-0,,1424,,2,,,ARGENTINA,,IN,716934-05,0,0,0,,0,0
7632,CORR-BLAST S.R.L.,,30-70998638-0,SOFOCLES 3432,0,LA REJA,2,,,ARGENTINA,,IN,30-70998638-0,0,0,0,,202,2
7633,ELECTRICA VERGARA,GONZALEZ ROSA MARGARITA,27-04836441-7,AV.VERGARA 497 M. DE ROSAS 497,1706,MORON,2,4483-2533/4489-1799,ELECTRICAVERGARA@YAHOO.COM.AR,ARGENTINA,,IN,,0,0,0,,202,2
7634,SBA SERVICIO BUENOS AIRES,,20-28537602-6,SALVIGNY 1641-P.4/OF.F,0,C.A.B.A.,1,15-6992-3075,,ARGENTINA,,IN,,0,0,0,,202,2
7635,V.H.DISTRIBUCIONES S.R.L.,,30-70735016-0,LENNEO 2085,1418,C.A.B.A.,1,4581-9785/4584-1224,VHSRL@ARNETBIZ.COM.AR,ARGENTINA,,IN,901-046357-8,0,0,0,,202,2
7636,SORRENTO RESTAURANTE,,,ALICIA MOREAU DE JUSTO 410,1107,C.A.B.A.,1,4319-8731/35,,ARGENTINA,,IN,1254568-06,0,0,0,,202,2
7637,ZIRCALOY S.A.,,30-69669417-2,UCRANIA 55/69,1822,VALENTIN ALSINA,2,4208-8935,COTIZACIONES@ZIRCALOY.COM.AR,ARGENTINA,WWW.ZIRCALOY.COM.AR,IN,901-025236-2,0,0,0,,202,2
7638,C.A.E.F.I.C.,,30-69640715-7,URUGUAY 461 1 PISO,0,,1,15-51470233,,ARGENTINA,,EX,,0,0,0,,202,2
7639,SHELL ALBERDI,,33-71066432-9,AV. ALBERDI 399,0,,1,4399259/ 4309693,,ARGENTINA,,IN,021-359120-7,0,0,0,,202,2
7640,BLASTING S.A.,,30-51701129-7,INT.AMARO AVALOS 3176,1605,MUNRO,2,4762-2718/2932,,ARGENTINA,,IN,902-418914-0,0,0,0,,202,2
7641,NET BUY S.A.,,30-71059346-5,AV. TRIUNVIRATO 4491,0,C.A.B.A.,1,4524-5562,VENTAS@NETBUY.COM.AR,ARGENTINA,,IN,901-274343-6,0,0,0,,202,2
7642,IMPLEMENTOS IND. ACESUR S.A.,,30-52150425-7,BOLIVAR 469,1066,C.A.B.A.,1,4342-1618,,ARGENTINA,,IN,901-919817-5,0,0,0,,202,2
7643,COLUCCI EQUIPAMIENTO,,23-12021675-9,CONSTITUCION 2632,1254,C.A.B.A.,1,4942-2022,COLUCCIEQUIPAMIENTO@FIBERTEL.COM.AR,ARGENTINA,WWW.COLUCCIEQUIPAMIENTO.COM,IN,901-229313-1,0,0,0,,202,2
7644,MEDINA HNOS.,AV. PTE. PERON 2506,30-56064724-3,,1888,FORENCIO VARELA,2,5364-4072,VENTAS@MEDINAHERMANOS.COM.AR,ARGENTINA,,IN,30-56064724-3,0,0,0,,202,2
7645,PIZZA DONNA S.R.L.,,30-70749683-1,AV.SANTA FE 3202,1425,C.A.B.A.,1,,,ARGENTINA,,IN,1048285-07,0,0,0,,202,2
7646,LOGISTICA INTERNACIONAL DE,ARGENTINA SRL,30-71194514-4,AV. BELGRANO 1217 P.2 of.25/26,1093,CDAD.AUTONOMA DE BUENOS AIRES,1,(5411) 5235-8862 L.ROT,,ARGENTINA,,IN,901-574382-2,0,0,0,,202,2
7647,ILPEM S.A.,,30-62259927-5,SANTO DOMINGO 2451,1293,C.A.B.A.,1,4105-4400,VENTAS@ILPEM.COM.AR,ARGENTINA,WWW.ILPEM.COM.AR,IN,901-938076-6,0,0,0,,202,2
7648,COMPUMUNDO S.A.,,30-68211572-2,AV.J.M.DE ROSAS 658/750,1717,CASTELAR,2,,,ARGENTINA,,IN,901-176912-8,0,0,0,,202,2
7649,EDUARDO DARIO GALAN DE MALTA,,20-04173049-9,VOLIVAR 842,1066,C.A.B.A.,1,4362-0646,,ARGENTINA,,IN,663014-08,0,0,0,,202,2
7650,TRANSP.SANTA RITA,,33-71152047-9,INGENIERO HUERGO 1708,0,C.A.B.A.,1,4919-0360,INFO@SANTARITATRANSPORTE.COM.AR,ARGENTINA,WWWW.SANTARITATRANSPORTE.COM.AR,IN,904-738549-1,0,0,0,,202,2
7651,TADEMAR,,20-23250797-8,JULIO A. ROCA 751 3 PISO DTO12,1069,,1,5238-5503,,ARGENTINA,,IN,616361-4,0,0,0,,202,2
7652,LA SORT DE RIMA S.R.L.,,30-70704026-9,SAN MARTIN 47,8322,CUTRALCO,15,0299-4860077/0088,,ARGENTINA,,IN,000-076640-02,0,0,0,,0,0
7653,ACEROS ITO,,27-25594454-7,C.ZEPPELIN N° 6375-P.1 4,1684,CIUDAD JARDIN-PALOMAR,2,4752-8325/9268,ACEROSITO@GMAIL.COM,ARGENTINA,ALEJANDRA,IN,902-606888-6,0,0,0,,202,2
7654,EDENOR,,30-65511620-2,AV.LIBERTADOR 6363,1428,C.A.B.A.,1,,,ARGENTINA,,IN,65511620,0,0,0,,202,2
7655,A.D.S. ELECTROEROSION,,20-16529300-3,SANTA ROSALIA 2371,1651,SAN ANDRES,2,4713-4021/15-5460-6691,DESIMONEALBERTO@YAHOO.COM.AR,ARGENTINA,,IN,20-16529300-3,0,0,0,,202,2
7656,PAÑALERA ARCO IRIS,,20-33220764-5,AV. NAZCA 974,1406,C.A.B.A.,1,4637-9767,,ARGENTINA,,IN,REG.SIMP.,0,0,0,,202,2
7657,NELSO FERREYRA S.R.L.,,30-61492611-9,ING.HUERGO 1387,2400,SAN FRANCISCO,4,0054-3564-423690,VENTAS@DRI-LEX.COM,ARGENTINA,,IN,904-249536-3,0,0,0,,202,2
7658,HIPOLITO S.R.L.,,33-66706481-9,AV. SAVIO 2102,0,SAN NICOLAS,2,,,ARGENTINA,,IN,902-313617-2,0,0,0,,0,0
7659,ACERBRIL S.R.L.,,30-71022383-8,RUTA 8 N°3982 (EX.R.BALBIN),1650,SAN MARTIN,2,4738-5005,ACERBRILSRL@GMAIL.COM,ARGENTINA,,IN,902-4590609-4,0,0,0,,202,2
7661,CODIAS MARIA DEL CARMEN,,27-12514955-9,JUAN B. JUSTO 41,1706,HAEDO,2,,,ARGENTINA,,IN,,0,0,0,,202,2
7662,TEC.M.I.,,20-11992573-9,FOURNIER 2503-B° MATIENZO,5000,CORODOBA,4,0351-4661335/CEL.0351-156573903,,ARGENTINA,,MT,EXENTO,0,0,0,,202,2
7663,ALBERTA BEARINGS INC.,,,612-500 COUNTRY HILLS BLVD NE,0,SUITE NO 126 CALGARY ABT3K5K3,25,,,,,XE,,0,0,0,,202,2
7664,BENIHANA BNE2 S.A.,,30-71098423-5,ARENALES 3310,1425,C.A.B.A.,1,,,ARGENTINA,,IN,1190517-04,0,0,0,,202,2
7665,RADIO MENDES,,20-23425705-7,ROLLAND 302,1688,,2,5435-5597,INFO@RADIOMENDES.COM,ARGENTINA,,IN,20-23425705-7,0,0,0,,202,2
7666,CARSA S.A.,,33-57226644-9,GUEMES 897,1870,AVELLANEDA,2,,,ARGENTINA,,IN,906-290127-7,0,0,0,,202,2
7667,SJ NEUMATICOS,,30-71182673-0,PEDRO ECHAGUE 1402,1130,,1,4305-0231,,ARGENTINA,,IN,901-319288-0,0,0,0,,202,2
7668,AUTOPISTAS DE BUENOS AIRES,,30-71411283-6,AVDA- 7 N°1267-P.5,1900,LA PLATA,2,,,ARGENTINA,,IN,902-443162-4,148388,0,0,,0,0
7669,COORD.ECOLOGICA AREA METROP.,(CEAMSE),30-57720719-0,CAMINO BUEN AYRE;EST.KM.22,0,ITUZAINGO,2,4710-0101/3124,4621-0067,ARGENTINA,,IN,EXENTO,21649,0,0,,0,0
7670,AUTOPISTAS DEL SOL S.A.,,30-67723711-9,RUTA PANAMERICANA AC 2451,0,BOULOGNE,2,,,ARGENTINA,,IN,901-157290-8,83749,0,0,,202,2
7671,HIERROS ANFER S.R.L.,,30-71193082-1,ERNESTO PLASS 3583,1686,HURLINGHAM,2,4459-6299/5435-4385,WWW.HIERROSANFER.COM.AR,ARGENTINA,CONTACTO@HIERROSANFER.COM.AR,IN,30-71193082-1,0,0,0,,202,2
7672,TRESBLU S.A.,,30-60117670-6,AV. CORRIENTES 1781,0,C.A.B.A.,1,,,ARGENTINA,,IN,540741-09,0,0,0,,0,0
7673,CST BEARING CO.,QUALITY KNOWLEDGE SERVICE,,2115 S SANTA FE ST.SANTA ANA,9270,,25,TEL: 714 751-2844 / FAX: 714 751-2842,cstbearing@att.net,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
7674,ISCAR TOOLS ARGENTINA S.A.,,30-70722916-7,MONTEAGUDO 222,1437,C.A.B.A.,1,4912-2200,ADMIN@ISCARARG.COM.AR,ARGENTINA,,IN,901-048163-4,0,0,0,,202,2
7675,MOLINARI S.A.,,30-52650284-8,MENDOZA 4846,1431,C.A.B.A.,1,4521-1222,MH1@MOLINARI.COM.AR,ARGENTINA,,IN,901-911654-8,0,0,0,,202,2
7676,C.S.R. ELECTRONICA-I.S.R.,,20-26158184-2,RICARDO BALBIN 3494,0,,1,4545-6484,VENTAS@ELECTRONICACSR.COM.AR,ARGENTINA,,IN,20-26158184-2,0,0,0,,202,2
7677,DELTA EXPORT GMBH,,,INDUSTRIESTRASSE 19 25469,0,HALSTENBEK BEI HAMBURG,25,(04101) 47690,bearings@delta-export.de,ALEMANIA,,XE,,0,0,0,,202,2
7678,BLUE ABS ELECTRONICA S.R.L.,,33-71401737-9,BUCARELLI 1854,1431,,1,4522-7720/4521-9392,INFO@BLUEABS.COM.AR,ARGENTINA,,IN,901-477406-9,0,0,0,,202,2
7679,NORELF,,27-05105041-5,AV. CENTENARIO 1166,1642,,2,4743-2498/ 4707-0761,NORELF@FIBERTEL.COM.AR,ARGENTINA,,IN,27051050415,0,0,0,,202,2
7680,BOSI HNOS.,,30-55903101-8,CALLE 94 N°4477,1650,SAN MARTIN,2,4767-0318/0709/4768-5538,INFO@BOSIHNOS.COM.AR,ARGENTINA,,IN,BVM-559031010,0,0,0,,202,2
7681,FAMIQ S.R.L.,,30-53806884-1,BLANCO ENCALADA 1752,1604,FLORIDA,2,5510-4000,,ARGENTINA,,IN,,0,0,0,,202,2
7682,ANODIZADOS LIBERTAD S.A.,,30-60526850-8,CALLE 49 N°7577,1655,JOSE LEON SUAREZ,2,4720-0874/4720-1947/4720-6159,,ARGENTINA,,IN,901-926154-6,0,0,0,,202,2
7683,SG LASER de Guillermo Segade,,20-18094877-6,PAVON 2131-1°PISO A,1822,VALENTIN ALSINA,1,4209-0393,INFO@SGLASER.COM.AR,ARGENTINA,,IN,901-409318-1,0,0,0,,202,2
7684,ESTABLECIMIENTO GALVANOTECNICO,,30-55429496-7,DON JUAN MANUEL DE ROSAS 2957/,1678,CASEROS,2,4716-6464,,ARGENTINA,,IN,30-55429496-7,0,0,0,,202,2
7685,CCANEDA S.A.,,30-57630386-2,M. FERNANDEZ NRO 2470,1685,EL PALOMAR,2,4654-3667/0843 //4656-3151,CCANEDA@SPEEDY.COM.AR,ARGENTINA,,IN,,0,0,0,,202,2
7686,SUCATA S.A.,,30-70827063-2,,0,,1,,,ARGENTINA,,IN,,0,0,0,,0,0
7687,C.P.C.E.C.A.B.A.,,,AVDA. CASEROS 3200,0,C.A.B.A.,1,,,ARGENTINA,,CF,,0,0,0,,202,2
7688,MAXEL S.R.L.,,30-60452212-5,CALLE 52 EX.BELGRANO N° 4065,1650,SAN MARTIN,2,4755-7971,MAXEL@ELECTROMAXEL.COM.AR,ARGENTINA,WWW.ELECTROMAXEL.COM.AR,IN,30-60452212-5,0,0,0,,202,2
7689,LORENZO A. TEJEDA S.C.A.,,30-54533862-5,AV. LA PLATA 2723,1437,,1,4922-4606/5988/4924-0820,INFO@LTEJEDA.COM.AR,ARGENTINA,,IN,901-349701-6,0,0,0,,202,2
7690,ITAL-ROD RULEMANES,,20-23362862-0,AV. VERGARA 2989,1686,HURLINGAM,2,4450-1390/4459-6932,ITALROD@SPEEDY.COM.AR,ARGENTINA,,IN,20-23362862-0,0,0,0,,202,2
7692,ACERBRAG S.A.,,30-69317088-1,RUTA PANAMERICANA KM 49.5,1629,,2,4006-7100,,ARGENTINA,,IN,901-194804-1,0,0,0,,202,2
7693,ALPARAMIS S.A.,,30-59988339-4,AV.DEL LIBERTADOR 2229,1636,OLIVOS,2,4790-4000,,ARGENTINA,,IN,901-940714-5,0,0,0,,202,2
7694,LA TORRE,,27-31445301-3,AV. CHICLANA 3196/3200,1259,,1,4912-3925,,ARGENTINA,,IN,1205160-08,0,0,0,,202,2
7695,ARTEMEC S.R.L.,,30-55875510-1,DIAZ VELEZ 4289 MUNRO,1605,,2,4756-1355,INFO@ATEMEC.COM.AR,ARGENTINA,,IN,30-55875510-1,0,0,0,,202,2
7696,OERLIKON BALZER REVESTIMIENTOS,,30-70895362-4,AV.CONSTITUYENTES 1561,1602,BUENOS AIRES,2,4878-5951/FAX: 4878-5951,,ARGENTINA,WWW.OERLIKON.COM,IN,904-239642-0,0,0,0,,202,2
7697,ABI INDUSTRIES,,,PO BOX 14086; OAKLAND CA94614,0,,25,PH: 510613-8200 FAX: 510613-8207,,,,XE,,0,0,0,,202,2
7698,MI PC INFORMATICA S.R.L.,,30-71155629-6,ARENALES 1130,1061,,1,4813-3029,INFO@MIPCSTORE.COM,ARGENTINA,,IN,902-314503-2,0,0,0,,202,2
7699,SANITARIO LOS PRIMOS S.H.,,30-71113525-8,AVDA. CASEROS 2674,1264,C.A.B.A.,1,4941-6192,,ARGENTINA,,IN,1199570-10,0,0,0,,202,2
7700,HIERROS ABERTURAS SALVADOR,,20-11217280-8,PEDRO DIAZ 2865,1686,HURLINGHAM,2,,WWW.HYHSALVADOR.COM.AR,ARGENTINA,,IN,20-11217280-8,0,0,0,,202,2
7701,LA CASA DE LOS MIL ENVASES S.A,,30-53495868-0,AV. LA PLATA 1583,0,,1,4921-6352,,ARGENTINA,,IN,901-919588-5,0,0,0,,202,2
7702,PRO-SOFT,,20-22252456-4,11 DE SEPTIEMBRE 3853 P.3 DTOB,0,,1,,,ARGENTINA,,IN,20-22252456-4,0,0,0,,202,2
7703,ALAMBRES GARAY,,20-08653357-0,AV. PEDRO DIAZ 2782,1686,HURLINGAM,2,4665-3262,,ARGENTINA,,IN,20-08653357-0,0,0,0,,0,0
7704,LIBRERIA LA TERMINAL S.R.L.,,30-66001661-5,BOLIVIA 1015,0,LANUS,2,4249-4223,,ARGENTINA,WWW.LATERMINALWEB.COM,IN,66001661,0,0,0,,202,2
7705,SC BAD RULMENTI SA,,,ZIZINULUI NR 111 BRASOV ROMANI,0,ROMANIA,25,0040268-331984 / 0040268-330941,,ROMANIA,,XE,,0,0,0,,202,2
7706,GRUPO 3 MBA S.A.,,30-70783892-9,CALLE 892-NRO. 4270,1881,SAN FRANCISCO SOLANO,2,,,ARGENTINA,,IN,,0,0,0,,202,2
7707,SUPER MAQ S.R.L.,,30-71119861-6,AV. RIVADAVIA 12028 CIUDADELA,0,,2,4488-1311,SUPERMAQSRL@GMAIL.COM,ARGENTINA,,IN,30-71119861-6,0,0,0,,202,2
7708,FORPARQUE,,20-26520541-1,AV. CASEROS 3368,1263,,1,4911-9377,,ARGENTINA,,MT,1133296-04,0,0,0,,202,2
7709,CFDS INTERNATIONAL,,,CHRISTOF SEIBEL TANNESTRASSE,0,48 D-40699 ERKRATH,25,+49 172 240 90 25 / + 49 211 8825 30051,mail@christofseibel.de,,,XE,,0,0,0,,202,2
7710,CARMELO PULICE Y HNOS. S.A.,,30-51966759-9,AV. BELGRANO 1286/88,1870,AVELLANEDA,2,4203-5544/5702/3396,ADMINISTRACION@PULICE.COM.AR,ARGENTINA,,IN,902-865314-5,0,0,0,,202,2
7711,TRUANOVSKY S.A.,,30-65232754-7,AGUIRRE 553,1414,,1,4855-2063/3286,PEDIDOS@TRUANOVSKY.COM.AR,ARGENTINA,,IN,901-975958-9,0,0,0,,202,2
7712,TRANSPORTE FRAN,,20-25236062-0,ARENALES 1199 MORON,1708,,2,,,ARGENTINA,,MT,20-25236062-0,0,0,0,,202,2
7713,ENVASES 3 DE FEBRERO,,20-04596145-2,AV.64 N 6060 V.LIBERTAD,1650,,2,4759-8236,,ARGENTINA,,IN,902-134519-1,0,0,0,,0,0
7714,OXPANE LASER & PLASMA S.A.,,30-69879894-3,MONTEAGUDO 575 SAN MARTIN,1672,,2,4754-3232,PEDIDOS@OXPANE.COM.AR,ARGENTINA,,IN,901-026161-1,0,0,0,,202,2
7715,XELLERS COMPUTACION,,20-21991932-9,JOSE MARIA MORENO 351,1424,,1,,,ARGENTINA,,IN,902-426928-1,0,0,0,,202,2
7716,GIAMPAOLETTI S.A.,,30-69021226-5,PEPIRI 1340,1437,,1,5091-9000,,ARGENTINA,,IN,901-196786-8,0,0,0,,202,2
7717,TINTO Y SODA S.A.,,30-70789176-5,RUTA PANAMERICANA KM.50,0,PILAR,2,,,ARGENTINA,,IN,30-70789176-5,0,0,0,,202,2
7718,ZAFF S.H. DE ZAFFARONI HUGO,,30-61247433-4,BRAGADO 2196,1712,CASTELAR,2,,ADMINISTRACION@ZAFF.COM.AR,ARGENTINA,,IN,901-071919-1,0,0,0,,202,2
7719,INCLAN Y CASTRO BARROS S.R.L.,,30-71198529-4,INCLAN 3802,1258,,1,,,ARGENTINA,,IN,1247141-11,0,0,0,,202,2
7720,GRUAS DANIELE S.R.L.,,30-70755850-0,AV. DIAZ VELEZ 249,1704,RAMOS MEJIA,2,4657-9402 FAX.4657-1031,,ARGENTINA,,IN,901-052037-9,0,0,0,,202,2
7721,GODIVIA BEARINGS (SOUTHERN)LTD,,,UNIT 3; SHEPPERTON BUSINESS,0,GOVET AVENUE;SGEPPERTON,25,+44(0)1932227721,,,,XE,,0,0,0,,202,2
7722,SANITARIOS CIPRIANO,,20-07990395-8,,0,C.A.B.A.,1,4931-8901/4956-1231,,ARGENTINA,,IN,705989-02,0,0,0,,202,2
7723,LATIN WORK S.A.,,30-70808313-1,,0,C.A.B.A.,1,,,ARGENTINA,,IN,901-062358-2,0,0,0,,202,2
7724,BRUNO CRUZZOLIN E HIJOS S.A.,,30-63812688-1,ACCESO OESTE KM. 34,1742,MORENO,2,15-6383-8257,FABIAN.MALDONADO@CRUZZOLIN.COM.AR,ARGENTINA,,IN,30-63812688-1,0,0,0,,202,2
7725,TOMAS GALEAZZI,,20-14635538-3,TNTE. CAMILLI 504,1744,MORENO,2,0237-4681991,TOMASBGALEAZZI@HOTMAIL.COM,ARGENTINA,,IN,20-14635538-3,0,0,0,,202,2
7726,MEZATEC SERVICE DE MAQUINAS,,27-24923106-7,AV.DR.LUIS GUEMES 137-1° PISO,1706,HAEDO,2,,,ARGENTINA,,IN,902-665003-0,0,0,0,,202,2
7727,BULONERA VIETRI S.R.L.,,30-60441348-2,AV.WARNES 565,1414,C.A.B.A.,1,4854-8916/4856-3613,,ARGENTINA,,IN,901-949406-6,0,0,0,,202,2
7728,HURLIN MET S.R.L.,,30-65086061-2,TAMBO NUEVO 1721/27,1686,HURLINGHAM,2,4662-0833,HURNINNET@INTERAR.COM.AR,ARGENTINA,HURKINMET@HOTMAIL.COM,IN,30-65086061-2,0,0,0,,202,2
7729,LAKE BUENAVISTA RESORT,,27-33964366-6,ENRIQUE ZARATE 82,5154,VILLA CARLOS PAZ,4,0354-435892,,ARGENTINA,,IN,280353744,0,0,0,,202,2
7730,VILLACE MARIO OSCAR,,20-11775969-6,AV.SAN MARTIN 1115,5152,VILLA CARLOS PAZ,4,03541-426180,,ARGENTINA,,IN,270537472,0,0,0,,202,2
7731,MAXIGAS S.A.,,30-63856936-8,AV.SAN MARTIN 538,1672,VILLA LYNCH,2,,,ARGENTINA,,IN,30-63856936-8,0,0,0,,202,2
7732,BIANCO S.A.C.I.F.I.,,33-50117479-9,ALCARAZ 4839,0,,1,,,ARGENTINA,,IN,901-923763-4,0,0,0,,202,2
7733,CHAZAELECTRIC,,20-14846664-6,DOLORES PRATS 1805,1684,EL PALOMAR,2,5435-7937,CHAZAELECTRIC@GMAIL.COM,ARGENTINA,,IN,902-619756-3,0,0,0,,0,0
7734,BANCO CREDICOOP-(U$S),,30-57142135-2,AVDA.CASEROS 3267,0,C.A.B.A.,1,,,ARGENTINA,,IN,,0,0,0,,0,0
7735,J.B.JUSTO S.A.,,30-66172354-4,AV. CORRIENTES 5793,0,,1,,,ARGENTINA,,IN,906445-01,0,0,0,,0,0
7736,JAPAX S.R.L.,,30-52175453-9,J.M. CAMPOS 1937,1651,SAN ANDRES,2,4755-8181/9292,,ARGENTINA,,IN,901-930764-3,0,0,0,,202,2
7737,INDUSTRIAS PETROLA S.R.L.,,30-70944307-7,AL MIRLO 3553,1744,LA REJA-MORENO,2,0237-405-3364/65,,ARGENTINA,,IN,902-467103-9,0,0,0,,202,2
7738,TOOL CENTER S.R.L.,,30-68031099-4,PJAE ANDRES TORREJON 3922,1754,SAN JUSTO,2,4441-7107,TOOLMECSRL@YAHOO.COM.AR,ARGENTINA,,IN,902-170780-9,0,0,0,,202,2
7739,LUBRIC.ARG.ALTA PERFORMANCE SA,PERFORMANCE S.A.,30-62771821-3,MATEO ECHEGARAY 4979,1678,CASEROS,1,4658-5555/FAX 4469-1313,LAAPSA@LAAPSA.COM.AR,ARGENTINA,,IN,901-941499-5,0,0,0,,0,0
7740,RICAMBI INDUSTRIALI VENETI,,,VIA. COL.A; VARISCO; 26/B,5010,PRAGA DI VIGONZA (PADOVA),25,(049) 8930684 / FAX: (049) 8930506,info@rivsrl.com,ITALIA,,XE,,0,0,2486610,,202,2
7741,RODAMIENTOS CUYO S.R.L.,,30-56107892-7,URQUIZA 478/ 498,5500,,13,0261-425-1521/423-1981/429-1010/425-7716,MJASI@RODAMIENTOSCUYO.COM,ARGENTINA,,IN,913-506335-1,0,0,0,,202,2
7742,JAUREGUY S.A.C.I.Y A.,,30-52101843-3,TOKIO 2816,1765,ISIDRO CASANOVA,2,4486-5555,INFO@JAUREGUY.COM.AR,ARGENTINA,,IN,901-782290-5,0,0,0,,202,2
7743,FERRETERIA INDUSTRIAL SABUL,,30-70347564-3,AV. PTE. PERON 3552,1754,SAN JUSTO,2,4651-9161/8847,INFO@SABUL.COM.AR,ARGENTINA,,IN,30-70347564-3,0,0,0,,0,0
7744,NOVOCART,,20-23508499-7,MATHEU 1223,1249,,1,4942-4559,,ARGENTINA,,IN,1103853-05,0,0,0,,202,2
7745,ABRASIVOS BOTTINI,,30-70882552-9,JUAN A. GARCIA 1636,1416,,1,4581-6852,INFO@ABRASIVOSBOTTINI.COM.AR,ARGENTINA,SEBASTIAN,IN,901-078583-9,0,0,0,,202,2
7746,LA ELECTRICA S.R.L.,,30-64607366-5,BARTOLOME MITRE 1180,1708,MORON,2,4628-1847/4627-7837,,ARGENTINA,,IN,902-610328-0,0,0,0,,202,2
7747,NAVIGLIO S.A.,,30-71149850-4,GUATEMALA 5600,1425,,1,,,ARGENTINA,,IN,1231931-07,0,0,0,,202,2
7748,LA ROTONDA SUR S.R.L.,,30-65714739-3,AV SAVIO 1510,0,SAN NICOLAS,2,,,ARGENTINA,,IN,30567147393,0,0,0,,0,0
7749,RODABEN S.R.L.,,30-60430740-2,CAMAMCUA 1822,1754,VILLA LUZURIAGA,2,4650-8335,RODABENSRL@SPEEDY.COM.AR,ARGENTINA,,IN,30-60430740-2,0,0,0,,202,2
7750,JCM CORREAS IND. AUTO. AGR.,,20-10284475-1,COSQUIN 5555,1439,,2,4650-4606/2643/4604-3990,,ARGENTINA,,IN,901-911834-7,0,0,0,,202,2
7751,ESTANTERIAS YRIGOYEN DE BESONI,AS S.H.,33-71108596-9,HIPOLITO YRIGOYEN 1119,1708,MORON,2,4628-8094,,ARGENTINA,,IN,33-71108596-9,0,0,0,,202,2
7752,TANK S.A.,,30-71078263-2,BV ORONO 3112,0,ROSARIO,21,,,ARGENTINA,,IN,,0,0,0,,202,2
7753,SUPERPRICE,,23-28641553-9,COSQUIN 4853,1439,LUGANO,1,4602-5135,VENTAS@SUPER-PRICE.COM.AR,ARGENTINA,,MT,902-476237-4,0,0,0,,202,2
7754,SERVICIOS Y REPARACIONES S.R.L,,30-70975443-9,BERTOLE 1670,1722,MERLO,2,,,ARGENTINA,,IN,902-854822-9,0,0,0,,202,2
7755,SERVICIOS SUPO S.R.L.,,30-70998532-5,J.E.URIBURU 1133 PB B,1114,,1,4372-5928,,ARGENTINA,,IN,1171224-04,0,0,0,,202,2
7756,CLAMACO S.A.,,30-69158357-7,MAIPU 42-PISO 7- OF.75,1048,C.A.B.A.,1,,,ARGENTINA,,IN,901-193092-7,0,0,0,,202,2
7757,FEBA-HURLINGHAM,,30-53447920-0,CALLE 46-N° 680-PISO 4 OF.4,1900,LA PLATA,2,0221-4891548,,ARGENTINA,,IN,055-90001-3,0,0,0,,202,2
7758,LIBRERIA NUEVA LINEA,,20-10248496-8,AV. VERGARA 2101,1688,V. TESEI- HURLINGHAM,2,4450-5595/5434-4110,LIBRERIA-NUEVALINEA@HOTMAIL.COM,ARGENTINA,,IN,20-10248496-8,0,0,0,,202,2
7759,DOCSOUND S.R.L.,,30-70095005-7,PARANA 225,0,,1,,,ARGENTINA,,IN,081218-08,0,0,0,,202,2
7760,ELECTRICIDAD AUTOPISTA,,20-11634774-2,AV. SAN JUAN 3022,0,,1,4942-8411/4943-5719 FAX,,ARGENTINA,,IN,912723-02,0,0,0,,202,2
7761,FLAVIO ADRIAN BARRANDEGUY,,23-17362521-9,AV. BOEDO 2006,1439,,1,4924-5340,,ARGENTINA,,IN,616161-6,0,0,0,,202,2
7762,JUAN Ca P&L BULONERA,,27-28423187-8,AV. CHICLANA 3601,1437,,1,4926-2598,BULONERAJC@YAHOO.COM.AR,ARGENTINA,,MT,1135522-11,0,0,0,,202,2
7763,GASCOM S.A.,,30-71088243-2,,2919,,21,,,ARGENTINA,,IN,101-016705-3,0,0,0,,202,2
7764,FRANCO PARMA,,30-69841439-8,CORONEL DIAZ 1817,1425,C.A.B.A.,1,,,ARGENTINA,,CF,,0,0,0,,202,2
7766,WARBEL S.A.,,30-59921363-1,SANTA FE 4673,2000,ROSARIO,21,0341-4389600,SERGIOGARCIA@WARBEL.COM.AR,ARGENTINA,,IN,906-290170-1,0,0,0,,202,2
7767,SOLESA S.A.,,30-60907446-5,JACINTO ROSSO 895,0,TEMPERLEY,2,,,ARGENTINA,,IN,EXENTO,0,0,0,,0,0
7768,PUGLIESE REPUESTOS,,20-20838814-3,AV.PEDRO DIAZ 798,1688,VILLA TESEI,2,4459-1131,,ARGENTINA,,IN,20-20838814-3,0,0,0,,202,2
7769,STONE CORP S.R.L.,,30-71399900-4,AV. BELGRANO 896,0,,1,4345-4444,,ARGENTINA,,IN,1263948-6,0,0,0,,202,2
7770,H&T METALS S.A.,,30-66108591-2,LA PAMPA 1517 PISO 4 OF. A,1428,,2,4780-2720/4780-2721,HYT@HYTMETALS.COM.AR,ARGENTINA,,IN,901-999904-6,0,0,0,,202,2
